tx_id	gene_id	stat1	stat2
14	18777	-5.604756465522126	-51.14709654054778
15	18777	-2.3017748948327994	-7.120385649317519
16	18777	46.76124942447372	-2.7798491379015373
17	18777	2.11525174273728	-1.1964902211025652
18	18777	3.8786320548283877	-1.2396061759360069
19	18777	51.45194960649843	-8.045513117586799
20	18777	13.82748617967607	-21.805244660540005
21	18777	-12.65061234606534	-6.994062397177839
23	21399	-6.8685285189352605	3.391138754885552
24	21399	-4.456619700999581	-5.519146661640139
27	108664	36.72245392318385	-10.43104070407861
28	108664	10.794414811720914	-44.537754154970614
29	108664	12.023143517821564	-5.649765627480977
32	108664	3.3204814783535914	-73.29779471367162
33	108664	-5.5584113475407495	-11.53439485333145
38	18387	53.60739410409235	-8.046716842136467
39	18387	14.93551434687718	-13.682074430353936
40	18387	-19.66617156629638	-12.609977104031598
42	12421	21.040677046910567	-17.327534945545793
43	12421	-4.72791407727934	-13.39068179884518
44	12421	-10.67823705986845	-27.517665855905697
46	12421	-2.1797491465829513	-1.0706154036397475
47	12421	-10.260044483072397	-29.650061887214754
48	12421	-7.2889122929114025	-10.722388020546123
50	12421	-6.250392678492567	-7.580152791299257
55	12421	-16.866933107424135	0.9500071840191218
58	620393	8.377870444945247	-23.30931174580119
60	240690	1.5337311783651522	4.175159816540905
61	240690	-11.381369370119476	-11.203274248973205
62	240690	37.6144476320978	-4.746846958952515
63	240690	12.793926644304408	-15.304121697266256
64	240690	-2.9507148299227115	-12.471444587940729
65	240690	26.853769831350668	-19.025938162948794
66	240690	26.344004625991268	-36.92542059777159
67	240690	24.647432449124615	-1.5456366228486684
68	240690	20.65920762300273	-3.4361834299923593
69	240690	5.539176535375888	-22.262633055839466
72	240690	-0.6191171057672168	-49.0737102334815
79	319263	-3.059626637399168	-1.5932071768702318
80	319263	-3.8047100101238267	-0.8480238133285043
83	319263	-6.947069789205127	-15.366532865691758
102	59014	-2.0791727801959876	-2.344733739977147
103	76187	-12.653963515682644	2.5039580846467144
104	76187	21.689559653385125	2.4408719919113384
105	76187	12.079619983049906	7.997382313743237
106	76187	-11.231085832033491	3.4140955790542953
107	76187	-4.02884835299076	-7.761530330936301
109	76982	-4.666553536232189	-28.61635851527249
117	170755	23.398953550089537	-34.09244163267303
118	170755	-0.8336906647182928	-9.84288019536385
119	170755	7.599555419842645	-9.096546441526005
121	170755	-0.2854675534870302	-8.890920232820086
122	170755	-0.4287045729131609	-2.493402041801832
123	170755	13.686022840144576	3.208509180208275
126	170755	-2.257709856592676	-6.653694098424545
129	240697	45.494118132886186	-10.089165439469516
130	240697	-15.487528042302213	-10.236048259760926
131	240697	17.538412489082077	-11.651934925560553
132	240697	3.7156273153384136	-53.10492634117976
133	240697	6.478247062319181	-6.379864057762409
134	240697	11.389184482796463	-43.8605194777241
138	211660	-5.023234531093022	-1.6546729262461481
139	211660	-3.332073836694201	-37.445352096762306
142	211660	-10.185753831070887	-9.980417838145945
144	211660	-10.717912264755778	-35.12742993405781
145	211660	9.105859242127742	-24.965822496736724
147	211660	13.446293358882787	-3.9314576919647566
149	211660	1.5901268019151242	-1.6344373257022902
169	109294	27.668024036392126	-21.264682821708863
173	109294	61.50254056881433	-11.622804334482188
174	109294	-4.910311660565353	-9.925574769863797
175	109294	-23.091688756408125	-3.7205394131261422
176	109294	30.172155733867697	-0.8949449847404513
177	320492	-7.092007625823927	-11.098138354648645
178	320492	-6.88008616467358	-14.832295735120194
181	320492	30.767141090900967	-1.761525278155414
182	320492	-2.8477300705100888	-17.70290617960598
183	320492	-12.207177122545357	-42.18060328160668
184	320492	5.439104392474506	-17.02322312316506
186	320492	-1.3889136243904463	0.7416916541760231
195	240725	0.172925576996608	-7.8362479315233315
196	240725	11.558412033789914	-11.992028213470222
197	240725	-3.7066003179240936	-3.603921126904704
199	240725	6.4437654851883295	-6.555586785877161
200	240725	-2.2048656181875064	-39.81229556069369
201	240725	9.953458917470908	-12.109868758699848
204	240725	10.968390131493477	-18.240416253179973
209	381246	13.055444725014087	-7.286516810036801
216	98741	-3.2593158553122676	-0.7185029140398846
217	98741	11.488076184510938	-0.8159494558289448
222	21749	29.805115678863583	-14.772416370042048
224	21749	16.451908785242097	-2.1762121058045554
229	98711	7.161952053343235	-22.002030234230602
237	70397	-6.2790607603937145	-13.413970492368465
239	70397	40.819573455900226	-7.636732941341403
242	17087	-6.002595871471269	-68.63525047164185
243	17087	65.6199897904973	-18.955874949864544
247	14545	45.97831878555568	-20.949944029886147
249	14545	-2.357003591004769	-0.5398359733268409
254	94227	-10.264209003067808	-7.45922611741779
255	83691	-7.10406563699301	-13.03490595358638
256	83691	7.7065112746958855	-9.187029730812139
257	83691	-2.4669187846237364	-33.998979937016315
263	226896	-3.475425993977332	8.178452748425252
265	21419	-9.516185672650156	-11.742567527609207
266	21419	-0.45027724808920266	-0.8846507150868866
267	21419	-7.849044694570758	-29.668772393678303
278	16171	-16.679419365881365	6.572977261243581
281	74229	-3.8022652028776243	-2.1353598014396207
282	74229	27.56989827182298	-3.427474893707341
283	74229	-5.753469626083919	-15.636719109169466
284	74229	18.238929666751	-15.590691821225386
287	71877	-16.17882708289164	2.4951040272870206
290	75712	-0.5556196552453944	-12.7405641446718
291	75712	15.582216118303869	-46.30019107538743
293	14859	9.034600865001432	-10.126479292633345
294	14859	3.1702858244683	-2.7760525232062467
295	14859	-6.407060083053764	-4.993752155048338
298	368204	-8.497043460335822	-10.355758377967367
301	433278	-10.241287906049132	-2.8045532927574546
304	98582	3.5293979130037765	-28.904931934725063
316	280645	-9.474746141848021	-8.03508619303471
317	280645	-4.905574437006683	-7.113971442505437
318	280645	-2.5609219219824726	-10.334686281099106
323	12839	55.315860156966224	-17.715628604804152
324	12839	-6.519499016954585	-27.619307504805306
327	68421	7.061597168545708	-7.097054678000834
328	68421	2.3388254869113227	-34.391624291849865
329	68421	-9.618566341301285	-6.874210636473286
330	68421	-0.7130808612359867	-5.716268241370762
332	68421	43.33652575270047	-0.1867125560325213
352	266744	13.54512159237644	-54.156873587471964
353	266744	1.236987659788198	-31.04980407461611
354	74708	-4.224968323396248	-1.99526195039939
361	170771	-20.532472215405157	-26.39732120398132
362	170771	33.94011640242526	-50.20533503031758
363	170771	-14.60640070924822	-2.2188080764997715
364	170771	22.198425326320034	-4.59834309697331
385	19335	57.273107076524504	-4.279514750043814
386	19335	-14.438931609717994	-4.744206433525836
389	19335	21.053530061241325	-2.356524514995961
394	13518	-2.62197489402468	4.012608889116963
396	13518	-15.721441591454877	-9.039882141402666
397	13518	-15.146676537817514	-0.6845507697721308
398	13518	-16.015361735745934	-23.245757020031554
400	13518	-5.30906522170303	-18.409615571751438
401	13518	-14.617555849958999	-27.304375878367967
402	13518	20.637503189274828	-51.21292497533987
407	13518	21.001089405256717	21.794578455744013
408	13518	-12.87030476035179	-8.960423886130272
409	13518	7.877388474751781	-3.6758883094796477
412	13518	7.6904224100090985	8.811314017283605
413	13518	3.322025789501177	-3.400950221728926
415	13518	-10.083766082770078	1.4812194428094247
416	13518	-1.1945260663065869	5.401800942511452
419	27993	-2.8039533517024666	-10.051061231172678
421	27993	16.889685996614396	-4.917874474209562
422	27993	-3.7243875610382906	-1.1481222930279757
425	27993	29.30920160056862	-20.51684543369929
428	19253	-3.745808577670138	-45.65835229251844
429	19253	31.581343967379958	-2.0288150843346475
432	19253	-10.491770066660656	5.950838607516721
434	21755	-12.601552447581124	0.06438703140589977
435	21755	32.41039934942405	15.035636225732688
436	12627	-4.168575881604318	-10.727283143155987
437	211383	2.982275915407153	-7.066630893923342
443	226970	6.365696740338487	2.4486406787343316
446	226970	-4.837806257087436	-5.007678921955288
449	226971	15.50586132940827	-6.663265927234083
450	226971	11.068935821552579	-3.808435904739713
451	226971	-2.153805076416934	-6.797719504296603
461	50785	0.6529303352531526	-1.8895361019315284
464	214855	-0.34067253738464	-16.683635948302612
465	214855	63.85355697048543	-9.24888496620033
469	214855	-7.413360962728284	-9.820654955957824
470	214855	-10.95996267074664	-22.41062191436313
471	214855	1.1336519751323646	-1.904672001669769
472	214855	9.314422483294111	-13.04789911493696
473	214855	13.095704367305487	-21.660187897672824
475	214855	-4.583653327111056	-18.571110312593913
480	100534273	-10.633261339711911	-22.216355786067105
481	100534273	37.8955552826847	-28.78654085698488
482	100534273	-3.496503879535547	18.050427469221532
483	94220	-8.65512862653374	-8.373188961319618
487	94218	-2.3627956894109654	-18.859572158315856
488	94218	-1.971758943485522	-0.47306390289968425
496	12859	33.29760869140921	-4.921923124562954
497	12859	2.5421187659158937	-5.2384409111659425
498	12859	22.621613555535646	-4.715740577951625
502	71166	-4.9929201717226075	-1.748722284191435
503	71166	2.144453095816013	-6.1269898510695135
506	22637	-3.246859114908347	-5.408167540049781
507	22637	0.9458352817357142	-12.223124441039023
521	12790	-8.953633579775417	-6.285610182408016
522	12790	-13.108015333279718	-7.534413192881917
523	12790	59.91640154243899	-5.849291723632227
524	12790	18.021264710172527	-10.357072003268913
526	269180	-12.51271361624944	-17.895414378910534
528	269180	-6.111659166804209	-22.55751826493939
529	269180	-11.854800845973104	-12.450544360750808
530	269180	65.96431046651159	-12.998446036897509
531	269180	13.124129764335104	21.198281645877543
532	269180	-2.6514505669635295	5.454774095523227
533	269180	16.295821776962686	-4.660175707068925
534	269180	-4.143399479188597	-6.856804303085374
535	269180	-4.762468946155784	-12.445616130287675
536	269180	-7.886028378502425	-32.94300946918255
538	67387	-5.94617267459511	-8.19220362585982
539	67387	49.527224020100704	-6.170294107943276
540	67387	-0.540281250854405	-14.694894941775758
541	67387	3.577357092827524	-7.135303870713062
542	67387	7.310622887972761	-14.645791753762474
543	67387	36.97427635456013	-4.273081932139008
548	623661	-5.160638309447803	-40.78942971171121
549	623661	-9.925071503920375	-1.0189532326493227
550	623661	50.2709079720957	-45.79549547290541
551	623661	-4.411632169052855	-19.110149296924735
552	107734	-7.2306596993987355	-45.34638079260371
553	107734	-12.36273118883293	-33.12030624006012
555	107734	-12.847157223177966	-5.7494906572294
556	107734	-5.739734792979869	-2.3803794666255325
557	107734	18.539574514995856	-15.518840891660739
561	226982	33.29544416789155	-8.722405528360293
577	433292	21.22765061506764	-12.317925271135488
578	433292	-3.6365729709525256	-0.8620715202990086
579	68833	0.5974993738460069	-2.044743320814476
580	68833	-7.0459646368007	-74.96938353068872
581	68833	-7.172181615740102	-42.4951240112819
584	18143	26.539514969307604	-3.1158088731336306
585	18143	-10.155925786035443	-51.38277794209644
588	114641	58.658818964773914	-1.191206426374923
589	114641	-0.9031959396585161	-33.00924334746807
590	114641	6.436164798876488	-44.64670934182175
591	114641	-7.385277047395734	-2.9997334788966845
592	114641	-5.743886897632697	-14.336800744375676
596	52846	-13.170161323052419	-3.8778144125292813
597	52846	-1.8292538837272732	-3.526818179953785
599	52846	12.569472147733915	-27.993937792211533
601	26921	3.2430434416138	-13.99125325013392
